Pitch,Summary
Asher__Meta__SIR.pdf,"Summary of Meta Platforms, Inc.:

Research Team: Asher Noel, Andrew Cheng, Melanie Volz, James McGlinchey, Adam Zhou
Investment Thesis: Zuckerberg is Not Dead

Main Assumptions:
- Meta's advertising scales with the digital ads market while retaining the same share of consumer media time, indicating limited Reels adoption
- Reality Labs remains unprofitable with a -200% Operating Margin, indicating limited ""Metaverse"" success
- Employee productivity remains relatively unchanged post re-branding

Narrative:
- Market treating Meta like Apple in 2011 after Steve Jobs' death, but Zuckerberg is alive
- Family of Apps (FoA) achieved high operating margin and increased share of consumer time
- Investment opportunity exists based on revenue projections and growth potential in various initiatives

Revenue and Valuation Assumptions:
- Predicted 2030 revenue based on TAM and market penetration
- Estimated 2030 UFCF by predicting operating margins and growth rates
- Valuation scenarios based on different assumptions and revenue projections

Culture of Execution:
- Meta's ""Move Fast"" culture has led to innovative products and technologies
- Internal productivity and employee transition post re-branding

Advertising TAM and Competition:
- Meta operates in a growing advertising market with competition from large-cap companies
- Data and algorithmic advantage in ad targeting
- Concerns over privacy regulation and impact on industry

Reality Labs and Products:
- Reality Labs focuses on VR technology with projects like Project Cambria and Project Gallatin
- Horizon platform for social interaction and virtual experiences
- Various applications and features across Meta's platforms

Reels vs. TikTok:
- Engagement and market share assumptions regarding Reels and TikTok
- Comparison of user time spent on Instagram Reels and TikTok

Competitive Advantages:
- Unique algorithms and data advantage in ad targeting
- Network effects, proprietary data, and infrastructure
- Metric-driven culture and cost-saving infrastructure

Valuation Scenarios:
- Conservative and aggressive assumptions on engagement, margins, and revenue yield different IRRs
- Potential for higher IRR if Metaverse and Reels gain traction

Overall, the research team has invested in Meta Platforms, Inc. based on their analysis and assessment of the company's growth potential and competitive advantages."
Asher__Netflix__SIR.pdf,"Netflix Investment Recommendation: BUY Asher Noel

Thesis:
- Netflix is currently at a 19% FX-neutral TTM operating margin and 27 P/E, with approximately $30B TTM revenue, $14B gross debt, and $6B cash. It is recommended to buy Netflix due to 1) ads rollout, 2) account sharing crackdown, and 3) market participants realizing they are #1 in a winner takes all market.
  
o Ads rollout doubling net income with ~$6B in incremental revenue: By introducing ads at $40 CPM’s, with 2 hours of viewing per day per account and 5-10 ads per hour, and assuming 20M of Netflix’s subscriber base watching ads, there would be an incremental revenue of $5.84B. Over 80% could be expected to be net income, which would almost double net income, potentially decreasing P/E to 14 and suggesting a potential for at least 100% near-term price appreciation.

o Account sharing increasing revenue by another 10%, or $3B in net income: Account sharing in LATAM increased ARPU by 20%. Assuming a conservative 10% increase in revenue from the rest of the world, overall revenue should increase by about 10%, with most trickling down to net income.

o #1 in a winner takes all market: Netflix is the clear category leader in time spent and subscribers. With fixed costs for shows, Netflix offers the most content per consumer subscription dollar. As competitors raise prices and Netflix monetizes its higher viewing with ads, the market is expected to recognize Netflix as the insurmountable #1 player deserving of a much higher multiple than previously given (16 P/E).

In conclusion, Netflix is recommended as a buy with the potential for significant growth in the near term based on the three outlined factors."
Asher__SentinelOne__SIR.pdf,"Summary:

Asher Noel, the SIR Director at Sentinel One, Inc., along with SIR Analysts Duke Moon, James McGlinchey, and Justi Heeb, has recommended a long position for the company as of October 20th, 2022. The analysts believe that there is a >2.5x risk/reward opportunity with 23% less growth than the industry average. SentinelOne is seen to be leveraging AI technology to capitalize on the network effect in the cybersecurity industry.

The company, founded in 2013, specializes in extended detection and response (XDR) cybersecurity solutions. Their Singularity XDR Platform integrates endpoint, network, cloud, and third-party data to provide advanced threat detection and response capabilities. SentinelOne has raised significant funding, completed strategic acquisitions, and offers additional services like managed detection and response (MDR) through Vigilance and Watchtower Pro.

The analysts highlight the market potential for SentinelOne, with the global cybersecurity market expected to grow significantly in the coming years. The rise of container usage and increasing cybercrime activities are seen as catalysts for SentinelOne's growth. The company's strong performance in industry evaluations, such as MITRE Engenuity's ATT&CK, further reinforces their position in the market.

However, there are risks associated with SentinelOne, including the need for stronger AI research productivity, the impact of security breaches on the company's reputation, and concerns about shareholder compensation. The analysts stress the importance of revenue growth as a key driver for valuation and recommend a buy rating for the company with a target price of $27.25."
Asher__Snowflake__SIR.pdf,"Snowflake is a data cloud service company that provides data warehousing by separating compute and storage. Founded in 2012, Snowflake has a distinguished management team with a track record in tech giants like Microsoft and ServiceNow. The company's usage-based billing model and virtual warehouses of different sizes set it apart in the data warehousing market.

The investment thesis for Snowflake includes systematically low customer acquisition costs due to its superior technology, favorable market size and dynamics, and ecosystem transfer costs that increase customer retention. Snowflake's unique architecture, strong partnerships, and marketplace contribute to its high customer retention rates and network effects.

Snowflake has seen significant growth in the number of Fortune 2000 customers and overall customer base, with a 97% gross retention rate. The company is well-positioned in the rapidly expanding cloud data warehouse market, with a strong market share and revenue growth from big-ticket customers.

Despite risks such as competition, market saturation, and technological obsolescence, Snowflake has catalysts like international sales expansion, new product features like Python integration, and investor interest in marketplace companies. The company's revenue projection model shows strong top-line growth in various scenarios.

Overall, Snowflake's unique technology, strong market position, and growth potential make it a compelling investment opportunity for LongHannah Davis, Ryan Nguyen, Nick Lopez, Cyril Leahy, Tord Espe, Jon Syla, Julius Guenthoer, and Asher Noel."
Asher__TSMC__SIR.pdf,"Summary of Taiwan Semiconductor Manufacturing Company, Ltd.:

Taiwan Semiconductor Manufacturing Company, Ltd. (TSMC) is a leading company in the semiconductor industry, holding a 54% market share. The global semiconductor market is valued at $552.9 billion in 2021, with TSMC capturing a significant portion of the industry's economic profit. The industry is expected to grow at a CAGR of 8.7% from $452.25 billion in 2021 to $803.15 billion in 2028, driven by increased consumption in 5G, consumer electronics, internet of things, machine learning/AI, and industrial applications.

TSMC's competitive advantage lies in high barriers to entry, technology, capital investment, and a skilled labor force. The company has a strong position across Porter's Five Forces, with medium to low threats from competitive rivalry, new entrants, suppliers, buyers, and substitutes. TSMC's major buyers include Apple, with 25% of revenue, and the top next 5 buyers comprising 3-6% of revenue.

The company's thesis includes an impenetrable economic moat and flywheel, with a fortified commitment to capex and market share dominance. TSMC leads in manufacturing capacity and semiconductor quality, with a stronghold on the 10nm-5nm market. The company is also well-positioned to benefit from the growing demand for 5G and metaverse concepts, with a monopoly on tailwinds.

TSMC's history dates back to the 1980s when it pioneered the vertical disintegration of the semiconductor industry in Taiwan. The company has grown to become the world's top silicon foundry, producing chips for companies worldwide. TSMC continues to innovate and expand its production capacity, with plans to invest over $100 billion in the next three years to maintain its market dominance.

Overall, TSMC's strategic positioning, strong market share, and focus on technological advancements make it a key player in the semiconductor industry with promising growth prospects."
Faris__EPD__SIR.pdf,"Enterprise Products Partners L.P. (EPD) is a leading midstream natural gas and crude oil company in North America. The company operates an extensive network of pipelines and provides services across the midstream value chain, connecting producers with consumers in both domestic and international markets. EPD is particularly dominant in the NGL market and offers services across the full hydrocarbon value chain. The company's pipeline distribution network spans over 50,000 miles, transporting natural gas, NGL, crude oil, refined products, and petrochemicals.

EPD operates in four segments: NGL Pipelines & Services (51% of gross profit), Crude Oil Pipelines & Services (20%), Natural Gas Pipelines & Services (14%), and Petrochemical & Refined Products Services (16%). The company's revenue is primarily driven by fee-based contracts, providing stability in earnings despite fluctuations in commodity prices. EPD has a strong track record of dividend growth, with an annual growth rate of 5.6% since its IPO.

The company's investment thesis focuses on high-yielding compound growth and minimal commodity price exposure. EPD offers a 7.6% dividend yield, with a coverage ratio of 1.66x in 2021. The MLP structure mandates the payment of all distributable cash flow as dividends, with a buyback program in place to enhance shareholder value. EPD's earnings growth is driven by volume growth and expansion of its asset base, with a focus on the Permian Basin for future growth opportunities.

EPD faces risks such as third-party land access, regulatory challenges, and competition from other midstream companies. However, the company's strategic investments in key opportunities, such as natural gas processing and expanding into the CO2 sequestering space, position it well for future growth. EPD's exposure to the Permian Basin, a key NGL production center, provides additional revenue potential.

Overall, EPD is well-positioned to benefit from energy sector catalysts, including energy security concerns and supply-demand imbalances. The company's strong market presence, diversified customer base, and stable fee-based contracts make it an attractive investment opportunity. EPD's current price of USD 24.9 with a price target of USD 32.8 suggests a 31.3% upside potential for investors."
Faris__Expensify__SIR.pdf,"Expensify is an AI-driven expense management system that offers various services for businesses and individuals. For businesses, Expensify allows users to reimburse cash expenses, send invoices, pay bills, custom coding, accounting integrations, expense approval, multi-level approval, expense policies, and custom reporting. For individuals, Expensify offers features such as submitting receipts to managers, sending money to friends, splitting bills, tracking mileage, and more.

Expensify makes money through subscription revenue for its paid expense management offerings and revenue generated from the Expensify Card, which offers users seamless integration with the app, cash back, and rewards. Expensify receives a percentage of the ""interchange"" for all spend on the Expensify Card, which is issued by a third party vendor (Visa).

The Expense Management Software Industry is a $12.1B industry for small and medium-sized enterprises (SMEs) in the U.S. and E.U. alone, with the TAM expected to triple to over $30B if Expensify expands into payroll. The industry is expected to grow at a compound annual growth rate of 12.4% from 2020 to 2027, with cloud-based deployment dominating the market.

Expensify focuses on SMBs rather than large enterprises, with competitors targeting larger firms. Up-and-coming competitors in the expense management space include Ramp and Fyle, while traditional credit card firms like Brex and Divvy also offer similar services. Expensify's competitive advantages include an integrated experience, network externalities, greater functionality, and pricing power.

Expensify benefits from word-of-mouth marketing and a rapidly growing industry, with strong financials and a healthy balance sheet. However, there are risks involved, such as potential failures in the expense management feature and competition from dominant enterprise-level providers.

Overall, Expensify has a price target of $31.48 and is projected to experience significant growth in revenue and net seat retention. The company's advanced technology, strong competitive positioning, and focus on SMEs set it apart in the expense management industry."
Faris__NCLH__SIR.pdf,"Norwegian Cruise Line Holdings LTD (NCLH) is the third largest cruise line operator in the world, targeting higher-income consumers with its premium cruise line services. Founded in 1966 as the Norwegian Caribbean Line, NCLH gained popularity for its freestyle cruising concept, offering no set times for meals and no formal attire required. In 2008, Apollo Global Management acquired 50% of NCLH and took control of the Board. The company has three operating subsidiaries, 26 ships, and approximately 54,000 berths.

The cruise line industry is highly concentrated, with Carnival, Royal Caribbean, and Norwegian representing 80% of the market. The industry is capital-intensive, supports many port economies, and contributes significantly to coastal countries. From 2014 to 2019, international cruise passengers increased by over 7 million. However, the COVID-19 pandemic severely impacted the industry, leading to massive economic losses and job cuts.

NCLH's capital structure shows a significant amount of debt, with planned equity offerings to support their payout plan. The company's strong prebooking levels indicate robust demand, with record EBITDA expected in 2023. NCLH's premium pricing policy caters to higher-income consumers, allowing the company to increase prices and avoid price competition with peers. Effective capex towards new routes and premium ships, such as the Prima-class ships, expands the customer base and reinforces pricing power.

Despite macro risks, such as economic downturns and cancellations due to COVID, NCLH remains optimistic about demand and customer loyalty. The company's valuation suggests a 52% upside potential, with a price target of USD 22.33. NCLH's equity value bridge highlights the implied equity value and share price based on their enterprise value, debt, and cash equivalents. Overall, NCLH is positioned for growth and resilience in the cruise line industry."
Faris__Triton__SIR.pdf,"Summary of Triton International (NYSE: TRTN):
- Current Price: $60.70, Target Price: $85.05 (40.11% upside)
- Triton is the world's largest lessor of intermodal containers and equipment
- Operations include acquisition, leasing, re-leasing, and sale of various types of transportation equipment
- Triton purchases containers from shipping line customers and resells to retailers and users
- Global infrastructure allows for unrivaled container supply capabilities at low cost ratios
- Leading supplier to major container shipping lines with 7.1 million TEU fleet
- Global network of offices and agencies in 16 countries, access to containers in 400+ depot facilities
- Industry leaders include Textainer, Seaco, Florens, and CAI International
- Triton has scale advantage with 7.1 million TEU fleet, twice the size of competitors
- Global container leasing market expected to reach $8.4 billion by 2028 with 4.5% CAGR
- Container life cycle involves large capex, leasing for 13 years, and sale at 50% of new container price
- Recent consolidation, organic growth, and economies of scale in the container leasing industry
- Triton's merger with TAL International resulted in 27% market share
- Top 5 lessors account for 86% of the market and 52% of world's containers
- One-way leasing agreements favored by customers, Triton top container provider for top 10 shipping companies
- Container leasing macro tailwinds include locked-in revenue through long-term leases and strategic capital allocation
- Triton's value proposition includes operational flexibility, fleet size, and financing benefits
- Positive long-term growth outlook with elevated lease rates and utilization, low idle storage costs
- Triton maintains high financial leverage for cheap financing, credit rating upgrade to investment grade
- Risk factors include credit risk, macroeconomic risks, and price volatility
- Valuation suggests implied equity value of $5.6 billion with 8x exit EV/EBITDA multiple and 5.58% WACC."
Grant__Motorola__SIR.pdf,"Motorola Solutions, Inc. (NYSE: MSI) is currently trading at $240.30 as of 10/12/2022, with a 5-year price target of $309.48, implying an ROI of 28.8%. The company operates in the video equipment, telecommunications equipment, software, systems, and services sector, succeeding Motorola, Inc. post the 2011 spinoff of the mobile phone division into Motorola Mobility. The company is headquartered in Chicago, IL and operates in two segments: Products and Systems Integration, and Software and Services.

The Products and Systems Integration segment offers infrastructure, devices, accessories, and video security devices. The Software and Services segment provides repair, technical support, hardware maintenance services, monitoring, software updates, and cybersecurity services to government, public safety, and commercial customers. The company has a strong presence in the global law enforcement software market and the audio and video equipment market.

With revenue growth and monetization strategies in place, Motorola is focused on providing mission-critical communication solutions. The company is acquisition-hungry and has invested heavily in video security & access control, command center software, and LMR communications. They also offer managed & support services. Motorola's main competitors in the technology sector include Cisco Systems Inc, Honeywell, IBM, and General Dynamics.

Growth initiatives for Motorola include modernization and improving reliability in public safety communications. The company dominates the Land Mobile Radio network and is poised to benefit from increased government infrastructure spending. Motorola has strong connections with state and local governments, giving them a competitive edge in the market.

In terms of valuation, Motorola Solutions has a lower P/Diluted EPS multiple compared to its peers. Risks for the company include economic downturns, international risks, competition, and compliance obligations. Despite these risks, Motorola Solutions is well-positioned to capitalize on the growing demand for mission-critical communication solutions and infrastructure investments."
