Pitch,Summary
Coupang_Cassie.pdf,"Coupang (CPNG) is the largest eCommerce company in South Korea, with a Total Addressable Market (TAM) of $550B. Founded in 2010, Coupang offers various product commerce options, including owned inventory, third-party merchants, grocery delivery, subscription services, and advertising. The company has a strong competitive advantage due to its end-to-end logistics network and high market share in 1P inventory. Coupang's CEO, Bom Suk Kim, follows a customer-oriented capital allocation strategy similar to Amazon's, focusing on long-term growth segments.

The analysts recommend a long position on Coupang due to three key factors: Taiwan expansion, high-margin businesses, and the recent acquisition of Farfetch. The Taiwan expansion is expected to mirror the success of the South Korean market, with high population density and a favorable competitive landscape. Coupang's high-margin businesses, including advertising and fintech services, are projected to drive significant revenue growth. The Farfetch acquisition, completed at a bargain price of $500 million, is seen as a strategic move to enhance Coupang's luxury goods offerings and increase spend per active member.

Despite some risks, such as competition from Chinese eCommerce platforms and execution challenges in Taiwan, the analysts believe that Coupang's strong market position and strategic initiatives make it an attractive investment opportunity. The company's potential for international growth, particularly in Taiwan, combined with its focus on high-margin businesses, positions it for long-term success. The analysts recommend monitoring upcoming events, such as regulatory changes and the accretive impact of the Farfetch acquisition, to gauge Coupang's future performance."
Fleetcor_Isabel.pdf,"Fleetcor (FLT) is a business payments and spend management company that offers various cards and programs to help companies monitor costs. They are the world's largest provider of fuel cards and have strong barriers to entry, network effects, and fragmented suppliers and buyers. Fleetcor operates multiple business segments, including fuel cards, tolls, parking, AP automation, virtual cards, corporate payments, lodging, and more.

The company has over 10,000 employees and 800,000 clients in the US, Europe, and Brazil. Fleetcor has a market cap of $20.8 billion, revenue of $3.76 billion, EBITDA of $1.99 billion, and a net margin of 26.13%. The company's historical multiples have been low compared to historicals, but EPS has compounded over time.

The investment thesis for Fleetcor includes cross-selling opportunities between different business segments, especially between vehicle solutions and corporate payments. The company is also targeting small and mid-sized fleets through new product offerings and is well-prepared for the transition to electric vehicles. Fleetcor plans to accelerate cross-selling to drive corporate payments to become a larger share of revenue.

Overall, Fleetcor has strong potential for growth through cross-selling, targeting SMBs, and capitalizing on the growing EV market. However, there are risks surrounding management, pricing power, and market share contraction. The company's valuation is currently at a significant discount, and there is potential for multiple re-rates in the future. The base model valuation suggests an IRR of 18% over 3 years."
GCI_Joey.pdf,"Summary:

Gannett Co. (NYSE: GCI) is an American media and digital solutions company that focuses on delivering content, marketing solutions, and experiences. The company's media offerings include USA Today, 220+ daily and local news outlets in the US, and 150 news brands in the UK. In 2023, Gannett ranked 1st among media publishers in terms of circulation and 4th in digital. The company has 3200 journalists across 220 communities and has produced 98 Pulitzer prize winners since 1918.

In terms of financials, Gannett had a market cap of $343.6M with a share price of $2.31. Revenue in 2023 was $2.58B with a net profit of $27.9M and operating profit of $86.3M. The company reports revenue in three segments: Domestic Gannett Media, Newsquest, and Digital Marketing Solutions. Digital revenue reached $1.1B in 2023, accounting for 41% of total revenue.

Gannett's management strategy focuses on growing the company's digital audience through investments in content, data, marketing, and product. The company is also focused on deleveraging and reducing debt. Gannett has been experimenting with generative AI for content development and writing, with applications in sports articles and product reviews.

The investment thesis for Gannett includes a two-fold digital transformation in Digital Marketing Solutions and Domestic Gannett Media, with a focus on margin expansion and profitability. The company's strategic growth and partnership roadmap is expected to boost top-line and margins. Catalysts/events include corporate legal actions and media partnerships, while risks include print media losses and challenges in replicating the New York Times' digital transition.

Overall, the recommendation for Gannett Co. is long-term (3-4 years) based on the company's growth potential in the digital media industry."
Grab_Tyler.pdf,"Grab is a super-app that combines ride-hailing, food delivery, and financial services into one platform. It operates in 500+ cities across 8 countries and has over 37.7 million Monthly Transacting Users (MTUs) and over 5 million merchant partners. Grab leverages unique flywheel and network effects in mobility, delivery, financials, and advertisements. In 2018, Uber sold its Southeast Asian business to Grab in exchange for a 27.5% stake in the company. Grab merged with a SPAC in 2021 as the largest Southeast Asian company on the US market.

Grab's revenue segmentation includes ride-hailing, delivery, financial wallet and payment system (GrabPay), enterprise and new initiatives, and GrabAds. Grab is a clear market leader in the ride-hailing space and is well-positioned for market growth and competition. The company monopolizes the ride-hailing market in all the countries it operates in, except for Indonesia where it shares a duopoly with Gojek. Grab is also a major player in all national markets and is the market leader in Singapore for financial services.

The company's GrabAds segment, which comprises around 75% of its Enterprise and New Initiatives, is often overlooked but is a significant driver of profitability. Grab aggressively discounts its top-line, leading to undervaluation on a Price/Sales basis. Grab Ads has the potential to drive top-line growth and margins, with estimates that it will make up 2.75% of Delivery GMV by 2028. Grab's unique accounting practices and the treatment of incentives contribute to its undervaluation compared to its competitors.

Grab faces regulatory risks, competition from Gojek, and macroeconomic risks. However, the company's strong network effects, moat, and government support in other markets help mitigate these risks. Overall, Grab's competitive advantages, strong market presence, and potential growth in its ad business make it an attractive investment opportunity despite the risks."
HIMS_Jang.pdf,"Hims & Hers Health (HIMS) is a direct-to-consumer telehealth company that focuses on selling prescription and over-the-counter drugs online through a subscription model. Founded in 2017, the company markets itself as a modern personalized health and wellness SaaS company targeting Millennials and Gen Z consumers. Hims initially specialized in men's health products before expanding to women's health, mental health, and dermatology. The CEO aims to position HIMS as the primary platform for non-emergency medical care in the US.

The company's business model revolves around increasing subscribers, reducing marketing expenses by encouraging word-of-mouth referrals and longer customer retention, and increasing monthly online average revenue per user. Hims operates in the rapidly growing telehealth industry, which has seen an influx of new competitors including big tech companies like Amazon. The DTC industry has faced challenges such as increasing marketing expenses and reevaluation of valuations post-2021.

The analysis highlights concerns about Hims' competitive moat, customer retention rates, and personalized medication strategy. The company's ability to justify its premium prices, retain customers long-term, and navigate regulatory risks are questioned. Issues such as declining monthly average revenue per subscriber, increasing customer acquisition costs, and risks associated with cross-selling compounded medications are raised. The analysis also suggests that Hims may face challenges in differentiating itself from competitors and maintaining its market share.

The valuation analysis recommends a lower exit multiple of 1.2x TEV/Revenue compared to the current multiple of 3.3x, resulting in a projected share price of $8.60. The analysis factors in slower revenue growth, stagnant monthly online revenue per average subscriber, and escalating marketing expenses. It also takes into account the potential impact of regulatory risks and competition on Hims' financial performance."
LULU_Joey.pdf,"Lululemon Athletica Inc. (NASDAQ: LULU) is a Canadian retailer that designs, distributes, and sells technical athletic apparel, footwear, and accessories. The company's main products include fitness pants, shorts, tops, and jackets designed for yoga, running, and other fitness activities. While Lululemon initially focused on female-oriented products, its men's line now accounts for a significant portion of its revenue.

In terms of financials, Lululemon has a market cap of $40.4 billion, with a share price of $333.01. In 2023, the company reported revenues of $9.6 billion and a net income of $1.55 billion. Lululemon operates in 25 countries and segments its operations into four regional markets. The company's revenues come from Company-Operated Stores (COS) and Direct to Consumer (DTC) channels, with a focus on improving guest experience and increasing e-commerce capabilities.

Lululemon faces competition from major players in the athletic apparel industry, such as Nike, Reebok, Adidas, and Athleta. Despite competition, Lululemon's strong sales productivity and focus on quality products have helped it maintain a competitive edge. The company has seen growth in international markets, particularly in China, and continues to focus on innovation and partnerships to drive growth.

The investment thesis for Lululemon includes global demand momentum, low brand awareness, and long-term innovation through initiatives like the Power of Three x 2. The company's strong product innovation pipeline, acquisitions like Mirror, and partnerships with Peloton contribute to its growth potential. However, risks include increasing competition, decelerating fundamentals, and a slowdown in the US market.

Overall, the recommendation for Lululemon is long-term (3 years), with a focus on the company's growth potential through international expansion, innovation, and strategic partnerships."
Nintendo_Armaan.pdf,"Nintendo (NTDOY) is a Japanese multinational video game company that develops, publishes, and releases video games and consoles. It has a strong presence in the console market, with major segments including console sales, title sales, DLC & NSO revenue, and mobile & IP. Nintendo's moat is built on its strong intellectual property and customer loyalty, with exclusive rights to popular franchises like Super Mario, Pokemon, and Legend of Zelda. The company has a history of making high-quality games with dedicated teams and auteur-based culture.

The investment thesis for Nintendo includes digitization and release strategy to drive recurring revenue and margin improvements. The company's stable user base allows for price increases, as seen with the success of Legends of Zelda. The upcoming Switch 2 is expected to have better hardware and attract more third-party developers, leading to network effects and competitive advantages. The shift to mobile gaming and virtual reality are potential risks, but Nintendo's ability to adapt and innovate mitigates these threats.

Overall, the recommendation for Nintendo is long, with the upcoming Switch 2 and strong lineup of games serving as key catalysts for growth. The company's unique position in the gaming industry and dedicated fan base make it a strong investment opportunity."
ON_Armaan.pdf,"ON Semiconductor Corp (ON) is a semiconductor supplier company that was founded in 1999 as a spinoff of Motorola. The company is shifting its focus towards the automotive industry, specifically in SiC products, which excel over silicon in high-power applications due to their superior thermal conductivity and efficiency. ON has three main segments: PSG, ASG, and ISG, each contributing to the company's revenue. 

The investment thesis for ON is based on the growing demand for SiC products from the EV and hybrid markets. The SiC device market is projected to reach $11-14 billion by 2030, with the EV market growing at a 20% CAGR. ON is well-positioned to capture this market growth, with a rapidly growing market share in SiC and vertical integration capabilities. The company's fab-lite manufacturing model is expected to increase margins and competitiveness, with investments improving capabilities and reducing fixed costs.

Risks for ON include competition taking away market share, a soft EV market, and manufacturing issues. However, these risks are mitigated by ON's fab-lite model, long-term supply contracts, and the potential for hybrid vehicles to fill the gap in the EV market. Catalysts and events for the company include decreasing interest rates, cheaper EVs, increased charging networks, buybacks, and dividends.

The analysts recommend a long position in ON, with an implied share price of $148.75 over a 5-year time horizon, representing a 14.4% IRR and 96.3% upside potential."
PODD_Jang.pdf,"Insulet is the producer of the Omnipod platform, a tubeless non-injectable insulin delivery system for diabetic patients. Founded in 2000, Insulet specializes in diabetes care through its flagship product, the Omnipod System, which provides a continuous, automated rate of insulin. The company's products serve as an effective replacement for traditional multiple daily injections, pairing with third party continuous glucose monitors and an app to automatically adjust insulin dosing using a proprietary algorithm.

Insulet's products include Omnipod 5, Omnipod DASH, and the newly FDA-cleared Omnipod GO, all using insulin pods replaced every 3 days leading to recurring revenue. The company has a strong competitive moat and a long runway for growth in the underpenetrated insulin patch pump market.

Key financials show revenue of $1.7B, revenue growth of 30%, customer growth of 25%, EBITDA of $329.2M, and an operating margin of 19.4%. The share price is $164.08. The company's market share in the insulin pump industry is 44%, with competitors like Medtronic and Tandem.

The investment thesis for Insulet includes multiple catalysts leading to increased Omnipod 5 accessibility, TAM expansion with the Omnipod GO launch, and an insurance payment structure that will drive customer acquisition. Risks include increasing competition and the impact of GLP-1 drugs on insulin delivery companies.

Overall, the recommendation for Insulet is Long, with multiple growth opportunities and a strong competitive position in the market. The company's innovative products and strategic initiatives position it well for sustained growth in the future."
PZZA_Cassie.pdf,"Summary:

Papa Johns (PZZA) is a long recommendation with Cassie Liu as the SIR Director and analysts Dev Madhavani, James Rourke, and Maddie Stearns. The company, founded in 1984, operates pizza delivery and carryout restaurants with various business segments including domestic company-owned units, North America franchise units, North America commissary centers, and international units. The company has seen a 1.6% revenue growth in FY23 with an operating margin of 7.3%.

The investment thesis for Papa Johns includes a potential multiple re-rate from same-store sales growth, incentive-driven unit expansion, and the belief that competitive fears are overblown. The company's strategic changes include an advertising waiver for new units and case-volume rebates to drive unit growth. The analysts believe that Dominos' exclusive deal with UberEats will have minimal impact on Papa Johns' aggregator market share. The valuation model predicts a share price of $103.01 with a 25% IRR based on assumptions of franchise openings, order volume growth, and revenue mix shifts.

Risks for Papa Johns include execution failure from CEO changes, rising labor costs, and industry headwinds like GLP-1 drugs affecting food consumption. The event path for the company includes upcoming announcements of a new CEO, 2025 unit growth beat, and 2024 same-store sales earnings beat. The company is currently trading below historical multiples and comps, presenting a potential buying opportunity for investors."
