Pitch,Summary
James__Jewett-Cameron__SIR.pdf,"Summary of Jewett Cameron (JCTCF):
- Overlooked lawn segment experiencing consistent growth
- Net asset value accounts for nearly 50% of company’s value
- Shareholder-friendly management with significant ownership
- Conservative valuation of lawn business and company assets gives room for 10-50% premium from current price

Financial Snapshot:
- Current Price: $9.69
- Target Price: $12.50
- Return: 29%
- Equity: $27.5 million
- EV: $23.1 million
- EV/EBITDA: 5.75

Business Model:
- Wood Products (25% of sales)
- Metal Products (75% of sales)
- Lawn, Pet, Garden Segment
- Online presence with favorable reviews for their products

Revenue Mix:
- Historically seasonal business with revenue growth in recent years

Valuation Assumptions:
- Bear, Base, Bull scenarios considered with expected return of 29%

Management:
- CEO paid himself a $36,000 salary last year
- Insiders own 40% of the company
- Share repurchases and buybacks since 2010
- Increase in market competition affecting profit margins

Risks:
- Involvement in lawsuit with potential exposure of $1.8 million
- Reasons for mispricing include microcap status, overshadowed lawn segment, selloff after margin compressions and revenue declines

In conclusion, Jewett Cameron presents an opportunity for investment due to its overlooked lawn segment, strong net asset value, and shareholder-friendly management. The company's conservative valuation of its assets indicates potential for a 10-50% premium from the current price. Various financial and operational factors contribute to the overall investment thesis, with a target price of $12.50 and a return of 29%."
Kevin__CTO__SIR.pdf,"Consolidated-Tomoka Land (CTO) is a real estate operator founded over 100 years ago, with Florida land holdings on the books for historically low prices. The thesis overview includes selling the land using a like-kind exchange rule to defer income taxes on capital gains and reinvesting 100% of the net sales into income-producing properties, offering tax-free monetization of undervalued hard assets. The company has an asymmetric risk-reward profile with near-term catalysts.

The financial overview includes details on shares, market cap, debt, income statement, growth, and valuation. The company's key assets include land portfolios and income properties, managed by a team with extensive real estate experience. The management team is shareholder-friendly, with a history of smart capital allocation and value creation.

The analysis also covers the company's roadmap, risks, and mitigants, as well as potential catalysts for growth. The company's land portfolios and income properties are analyzed in detail, along with potential developments in the Daytona Beach region. The report includes financials, asset valuations, and potential upside scenarios, as well as information on tax strategies and potential REIT conversion.

Overall, the report highlights the undervaluation of CTO's assets, the importance of management quality, and the potential for unlocking value through strategic initiatives. The company's focus on smart capital allocation, shareholder alignment, and upcoming developments in the Daytona Beach region make it an attractive investment opportunity."
Trent__USAK__SIR.pdf,"Summary:

USA Truck (NASDAQ: USAK) is a transportation company with two main business segments: trucking and logistics/strategic capacity solutions (SCS). The trucking segment struggled from 2005 to 2013, while the SCS segment performed well but its growth was overshadowed by the trucking segment. The company specializes in medium to long-haul freight and is the 29th largest trucking company in the nation, operating in a highly fragmented industry.

The company has historically had poor management but saw improvement after 2013. USA Truck operates a freight brokerage business that provides cost-effective transportation solutions, leveraging its large existing client base. The SCS/logistics business has shown potential for success through cost-cutting measures, although progress has been slower than expected.

The company has made efforts to turn around its trucking business by expanding and then reducing its fleet size, shortening haul lengths, and hiring a new CEO in 2013. Progress has been seen in revenue growth and cost initiatives, but challenges remain, such as high driver turnover.

Activist hedge funds have shown interest in USA Truck, with potential catalysts being the valuation of the SCS business at a discounted multiple compared to peers, and the possibility of a sale or improved performance in the trucking segment. The company is considered undervalued due to its historical mismanagement, lengthy turnaround process, and potential risks such as high driver turnover and increased costs.

Overall, there is potential for USA Truck to improve its performance and unlock value for shareholders, making it a recommended buy according to HFAC IR. 

Financial Snapshot:
- Market Cap: $192 million
- Adjusted EV/EBITDA (ttm): 5.87
- Adjusted FCF yield: 11.5%"
Chodan__WDC__SIR.pdf,"Stock: Western Digital Corporation (NASDAQ: WDC)
Current Price: $64.15 (10/3/13 Closing)
Target Price: $86.58
Recommendation: Buy

Thesis:
We believe that WDC is undervalued due to its association with the declining PC market, which overlooks its ability to adapt to changing hard drive demands. With a leading market share in PC hard drives, WDC is poised for growth in non-PC markets driven by increasing data storage demand. The company has excess factory capacity, enabling it to maintain or increase margins as demand grows.

Company Background:
WDC is a leading developer and manufacturer of storage solutions under brands like HGST, WD, and G-Technology. Its principal product is hard drives using rotating magnetic disks, holding a 45% market share of hard drive shipments.

Industry/Key Developments:
The storage industry is cyclical, with hard drives being the primary storage medium. Revenue from PC HDDs is expected to decline, while growth will come from the enterprise HDD market and cloud-based storage.

Explanation of Thesis:
WDC's value lies in its ability to shift revenue from the shrinking PC market to more lucrative enterprise segments. The company's margins should increase as the enterprise segment grows stronger.

Valuation:
Key valuation assumptions are based on projected industry unit shipments by segment through 2017. Comparables include INTCSNDSKSTX with various valuation metrics.

Key Risks:
Challenges include a highly competitive industry, a concentrated customer base, and the uncertainty of acquisitions paying off if storage methods are not updated.

Potential Catalysts:
WDC's shift to the enterprise market, development of helium-filled hard drive platforms, and a favorable ruling from the Chinese ministry could increase efficiency and share value.

Thesis Summary:
WDC's market leadership and potential growth in non-PC markets make it undervalued. As the company focuses on the enterprise segment, margins are expected to increase. With strong demand for data storage, WDC's value is likely to be recognized."
Connor__INFU__SIR.pdf,"InfuSystem (INFU) is a company founded in 2005 and based in Michigan. They provide infusion pumps and services to oncology clinics in the U.S. and Canada for various cancer treatments, including colorectal cancer. They receive payment through insurance companies or patients directly. Despite experiencing strong revenue growth in recent years, incompetent management caused losses. Activist investors, including Ryan Morris of Meson Capital Partners, worked to improve the company's performance by cutting costs and improving efficiency.

The company faced risks such as potential Medicare reimbursement cuts and competition from generic drugs like Xeloda. However, with the help of activist investors, InfuSystem implemented cost-cutting measures and improved the management of its subsidiary, First Biomed. Valuation methodologies suggested that the company was undervalued, with the market not factoring in recent improvements.

Overall, InfuSystem presents a special situation opportunity for investors, with the potential for significant upside if the company continues on its current path of improvement. The market is not fully reflecting the company's potential, making it undervalued by up to 174%."
Connor__NobleRomans__SIR.pdf,"Summary:
- Noble Roman's, ticker symbol NROM, is currently trading at a price per share of $.73 with a market cap of $14.5 million. 
- The company, headquartered in Indiana, USA, began in 1972 as a small pizza operator and later transitioned into a franchising and supply chain pizza business.
- In 2008, the company was sued by former franchise owners for fraud, but in 2010, a court ruled in favor of Noble Roman's. The company is now countersuing for damages and legal expenses.
- The stock is currently undervalued, with a conservative discounted cash flow (DCF) valuation of $1.13 per share, representing a 46% upside potential.
- The best-case scenario projects a price per share of $1.67, while the worst-case scenario is $.72.
- Major catalysts for growth include potential legal payments, expansion in the take-and-bake market, and improvements in capital structure.
- Risks include potential legal liabilities, management missteps, and overly optimistic growth projections for grocery stores.

In conclusion, Noble Roman's presents an opportunity to buy a good business at a great price, with potential upside driven by legal payments, expansion in the take-and-bake market, and improvements in capital structure. The conservative estimated upside is 46%, with a target price of $1.13 per share."
NA___ORIG__SIR.pdf,"Ocean Rig (ORIG) is a stock with a recommendation to buy and a price target of $24, currently trading at $16 with a market cap of $2.16 billion and an enterprise value of $4.77 billion. The stock is undervalued due to market misunderstandings about its earnings power, management trust issues, and a dominant parent company as a forced seller. However, as profitability becomes apparent and management returns cash to shareholders, the stock is expected to be rerated.

The industry overview of ultra-deepwater drilling, operating at ocean depths of 5000+ feet, involves two types of rigs: semi-submersible platforms and drillships. Currently, there are 50 semi-submersibles and 62 drillships, with 80 more ships on the way. Companies like Ocean Rig buy drillships and charter them to oil companies, with compensation measured in day rates directly tied to a company's revenue.

Current market conditions are very favorable for rig owners with high day rates, insufficient supply to meet demand, and long-term contracts. The industry is at an advantage due to limited supply and strong demand, with oil prices being a significant driver. Ocean Rig is positioned well within the industry, undervalued on an asset basis, and has a substantial operating advantage.

A comps analysis shows that Ocean Rig looks undervalued on an asset basis but overvalued on an EBITDA basis for the trailing twelve months. A DCF analysis, based on key assumptions and sensitivity analysis, suggests that the stock is undervalued with significant upside potential.

Management risk is perceived due to George Economou's reputation, who founded Dryships and expanded Ocean Rig. However, despite his past actions, the management risk is considered overblown, and the company is running well so far with strong incentives for improvement.

In conclusion, Ocean Rig is a solidly undervalued company in a promising industry, and management risk is seen as manageable. With a potential rerating and catalysts like dividend institution or MLP setup, the stock is expected to have significant upside potential, with a target price of $24."
NA__AUXO__SIR.pdf,"Summary:

Ticker: AUXO
Recommendation: Buy
Current Price: $1.00
Target Price: $1.50

AUXO is a company with negative tangible book value, declining margins, a $20 million market cap, 0 years of profitability, a working capital shortage, and a history of dilutive financing. The market sees no profitability, a risky and unproven business model, pathetic gross margins, and no downside protection.

Auxilio is a provider of vendor-neutral, managed print services to hospitals. It signs hospitals on long-term contracts with guaranteed cost savings and targets 20-25% gross margins after a year. The business model has pros such as being sticky, specialized, and differentiated, but also cons such as high set-up costs and difficulty in convincing hospitals to switch providers.

AUXO has experienced massive growth in sales momentum but faces challenges due to expansion costs concealing profitable legacy business. Valuing AUXO is tough due to lumpy new contracts and one-time costs affecting operating results.

The no growth case valuation for 2014 reflects steady-state financials with an implied valuation of $19.42 million. The base case for 2017 shows potential net income of $5.6 million. The bull case envisions substantial growth in hospitals and EBITDA.

Risks for AUXO include declining print volumes, loss of customers, and inability to hit savings targets. Catalysts for the company include recent contract wins with major Catholic hospital chains, profitability in 2013, and potential uplisting.

In conclusion, AUXO presents a complex investment opportunity with potential upside if it can overcome its current challenges and capitalize on its growth opportunities."
NA__CWGL__SIR.pdf,"Summary of Crimson Wine (CWGL):

Crimson Wine Group (CWGL) is a boutique, estate-based winery company founded in 1991 that operates in California, Oregon, and Washington. They own interests in approximately 1,166 acres of vineyard and have 7 brands. They sell wine through online direct sales and distributors, with wine clubs accounting for 50% of direct sales. Crimson Wine Group is well-established across various wine markets and has top-quality wineries, including Seghesio Family Vineyards. 

The company has potential for sales and wine production expansion. In terms of competition, the industry is extremely competitive with 1,000 bonded wineries in California, but Crimson Wine Group has less than 1% market share. 

CWGL was spun off from Leucadia (LUK) as a dividend to existing LUK shareholders. The company owns substantial stakes in CWGL, and insiders have a high level of ownership. The company owns vineyards in California, with estimated total property value ranging from $192.2 million to $265 million. 

Comparing CWGL to peer companies, if CWGL were to trade at the peer group's average, the stock would be worth around $15, representing a 56% upside. If CWGL were to trade at the peer group's EV/EBIT multiple, the stock would be worth approximately $12.44, a 29% upside. 

The spinoff opportunity was created due to complex merger dynamics, leading to little institutional interest in CWGL. However, billionaire insiders hold large stakes in the company and are on the board. The company is expected to trade up to peer group levels in 2013, with a potential target price of $12.50-$15.00."
NA__STRP__SIR.pdf,"Summary:
Straight Path Communications Inc. (STRP) is a highly misunderstood security with a fantastic risk/reward opportunity, currently valued at a market cap of $61 million and an enterprise value of $46 million. The current price is $5.38 with a target price of $9.58, offering a potential 78% upside. 

STRP is a recent microcap spinoff from IDT Corporation, with two main assets: a portfolio of patents related to communications over the internet and a substantial portion of the nation's wireless spectrum in the 39 GHz frequency. The company's CEO, Davidi Jonas, is often a point of concern for investors due to his unconventional background. 

The patent portfolio has already shown success in settling patent infringement cases with companies like eBay and Skype. Legal powerhouses like Kirkland & Ellis are involved in patent litigation on a contingency basis, indicating the potential value of the patents. The estimated value of the patents ranges from $12.7 million to $88.7 million, providing significant downside protection for the stock.

The spectrum business of STRP is positioned to benefit from the growing demand for small cells in mobile communication. STRP holds licenses for 39 GHz frequencies, which are crucial for wireless backhaul in small cell networks. The potential revenue from the spectrum could range from $8.4 million to $46 million in 2016, resulting in a NPV of $43 million to $250 million.

Overall, a sum-of-the-parts valuation suggests that STRP's total value could range from $52.7 million to $599 million, with a value per share of $4.58 to $52.08. Risks include uncertainties around patent validity, small cell deployment, and the control structure of the Jonas family. However, the current price offers a compelling risk/reward opportunity for investors."
