Pitch,Summary
Alex__CorEnergy__SIR.pdf,"PRIVATE AND CONFIDENTIAL

CorEnergy (NYSE: CORR)
Current Stock Price: $13.00 (4/15/20)
Case Study
APRIL 2020
Chris Lee
SIR MEMBER
Alex Leonardi
SIR DIRECTOR
Ian Leifer
SIR MEMBER
Michael Fein
SIR MEMBER
Sohan Kancherla
SIR MEMBER
RunLin Wang
SIR MEMBER

Despite recent events resulting from the Coronavirus, CORR remains an interesting case study in REITs and equities due to its unique assets and strong balance sheet. Currently 45% down due to a large tenant (47% of revenue in 2019) would suspend rent payments in addition to cutting dividend payments by about 90%. Steep drop in oil demand due to stay-at-home policies in addition to original price war led Cox Oil to shut down production in the Gulf of Mexico and cease payments beginning in April. Despite this, they continue to have an extremely strong balance sheet with nearly enough cash to cover their total debts (Cash/Debt = 0.77) along with a very low D/E ratio (0.4756).

Overview
CORR finds itself in a competitive landscape characterized by high barriers to entry and established partnerships composing a diverse network effect surrounding the industry.

General Background
REITs, such as mutual funds, use the pooled capital of many investors to directly invest in income-yielding properties. To qualify as a REIT, a company or trust must distribute at least 90.0% of its taxable income to shareholders annually. Income is largely generated from rent, interest, and capital gains. Assets under each firm’s investments constitute a large source of revenue for these firms, as expansion in oil and energy services through the U.S. depends on transportation and other labor-intensive fields as well. Economies of scale are at play here, as the larger the coverage of services provided and asset classes possessed, the more valuable the overall trust. With an increased scrutiny surrounding traditional fossil fuels and oil consumption, a fervor to invest in novel, cleaner forms of energy production has surged across the industry. CORR is a Real Estate Investing Trust focused on energy infrastructure such as pipelines, offshore platforms, energy transmission lines, and storage terminals.

Business Overview
Despite trends towards sustainable energy, fossil fuels still provide 63% of US energy needs. The US consumes about 75% of its oil from local sources. Pipelines provide essential infrastructure in the supply chain for these products. Required to distribute 90% of taxable income as dividends. Considered relatively stable in general, real estate as an asset is stable and grows steadily but provides little to no liquidity, REITs on the other hand come with stable growth and liquidity. REITs and CORR provide valuable diversification to portfolios by creating investment opportunities in infrastructure real estate. Most other pipeline investments are in subsidiaries of large corporations, much less flexible than CORR. CORR is an attractive asset to most or all portfolios due to its exposure to oil and gas markets, REIT financial structure, and flexibility in its industry space.

Key Assets
- Pinedale Liquids Gathering System: Located in Wyoming, 150+ miles of pipeline, with 107 receipt points and four central storage facilities.
- Grand Isle Gathering System: 153 miles of undersea pipeline that transports oil and water for ExxonMobil in the Gulf of Mexico.
- MoGas Pipeline: 263-mile interstate natural gas pipeline system that spans Missouri and Illinois.
- Omega Pipeline: Based in Missouri, owns and operates a natural gas distribution system.

Historical Asset Exit Strategies
- Portland Terminal Facility: Acquired in 01/2014 and sold in 12/2018.
- Eastern Interconnect Project: Extensive electrical grid that moved electricity across New Mexico, sold to New Mexico state government in 04/2015.

Competitor Analysis
- Hannon Armstrong (HASI): Renewable power and energy efficiency investor.
- Landmark Infrastructure (LMRK): Focus on renewable energy resources.

Investment Thesis
CORR has significant cash reserves and relatively low debt, meaning that its prospects for emerging from the pandemic intact looked quite promising. CORR’s revenues and dividend remained consistent regardless of prior fluctuations in oil prices.

Thesis Point 1: Healthy Financials
CORR has shown reliability and even robust growth despite a volatile oil market, with a consistent dividend rewarding investors along the way.

Thesis Point 2: Historical Stability
CORR’s proven resilience in macroeconomic hardship and relationship with investors made them seem like an appealing choice in a recession.

Thesis Point 3: Protected Assets
CORR’s unique business model means that its assets are protected against the coronavirus outbreak and will continue to generate stable revenues in the long-term.

Catalysts
CORR’s foundations make it perfectly positioned to capitalize on any sign of recovery from the current economic recession.

What Went Wrong
Recent events such as dividend cuts and rent payment suspensions have changed the perspective on CORR’s value and financial stability.

Scenario Projections
The bear case has been adjusted to represent a somewhat conservative base case, and the bull case remains the same as the case projected prior to 4/13.

In conclusion, despite recent setbacks, CORR still presents an interesting case study in REITs and equities, with its unique assets, strong balance sheet, and potential for growth in the future."
Alex__Tufin__SIR.pdf,"PRIVATE AND CONFIDENTIAL
Tufin (NYSE: TUFN)
Current Stock Price: $11.24 (3/4/20)
Target Price: $17.05 (51.69% upside)
MARCH 2020
Chris Lee
SIR MEMBER
Alex Leonardi
SIR DIRECTOR
Ian Leifer
SIR MEMBER
Michael Fein
SIR MEMBER
Sohan Kancherla
SIR MEMBER
Run Lin Wang
SIR MEMBER

Tufin was founded in 2005 to help companies establish a unified security policy across their IT infrastructure from on-premise to Public Cloud. Over the past year, Tufin has shown a general downward trend, notably dipping when missing its Q4 predicted estimates. Volatility in TUFN’s stock price is inevitable given their contract-based approach. Negative profit and cash flow make investors wary of optimistic predictions for Tufin.

Overview
Tufin Technologies has established themselves as a trusted player in a quickly growing industry with plenty of unrealized potential.

Business Overview
- Builds management software to help companies adapt to changing landscape of data security
- Helps companies automatically update and manage security policies, fire walls, and cloud and network infrastructure
- Fulfills ideal balance between speed and security of operations when working with sensitive information
- Helps bridge the gap between current technologies and the AI, machine learning, and other advanced tools
- Founded in 2006 by Ruvi Kitov and Reuven Harrison from Israeli security company Check Point
- Was almost entirely self-funded by growing revenue streams until its IPO in 2019
- Rapid growth of cybersecurity industry has driven market demand
- Increased regulatory action has expanded clients’ needs in the security space
- Operates at near zero profits and with little debt, despite incredible growth rate
- Has gained trusted clients, including Apple, JPMorgan, and Coca-Cola, for implementation
- First-mover advantage has established Tufin as a reliable cybersecurity partner
- Experienced management team able to attract new clients with competitive, superior services
- Understanding client complaints leads to direct improvements in ever-expanding product line
- Scalable and efficient solutions have attracted key players in the market

MARKET NICHE
Tufin’s products are targeted towards facilitating corporations’ transitions to better data security practices. The cybersecurity industry faces abundant opportunities for growth as governmental policies and consumers’ concerns continue to surround data privacy.

Industry Overview
With increasingly complicated networks connecting both on-site and cloud-based computing devices, companies struggle to find an efficient solution to reconcile the two systems. Recent scandals, such as those involving Cambridge Analytica and Equifax, expose to consumers the dangers of trusting corporations with their private information. Governments across the globe have begun to focus on cybersecurity, with Europe’s General Data Protection Regulation doling out significant fines for rule violations.

Competitor Analysis
Some of Tufin’s competitors, AlgoSec and FireMon, have been vying for market share, but Tufin’s integrated offerings and established customer base allow it to remain dominant.

Investment Thesis
Due to its advantageous position in a promising industry and its unique competitive advantages, Tufin technologies is poised for long-term growth. Tufin’s main revenue streams are contracts and maintenance, which leads to unstable quarter-to-quarter revenue growth, leading to the market undervaluing the company. Compounding upon the hypersensitive market, Tufin’s recent failures to execute on deals and missed earnings have caused share prices to plummet, even though these events don’t reflect true growth potential. The cybersecurity market is set to expand quickly, and Tufin’s strong financials and strategic positioning will allow it to capitalize on these new opportunities. Tufin’s new SecureCloud product “combines and extends” features from the company’s previous offerings, cementing Tufin’s position as the ”first and only vendor” to integrate security management across platforms.

Thesis Point 1: Hypersensitive Market
Tufin Technologies operates utilizing a model of contract and maintenance. The stock market overreacts to any downturn in Tufin’s revenue growth, but their contract model indicates that growth is necessarily bumpy.

Thesis Point 2: Market Overreaction
After a missed earnings report this past quarter, TUFN has been trading low despite strong financials and recent change in management.

Thesis Point 3: Strong Market Presence
Contains some risk in terms of a changing market space and possible surprises from competitors.

Thesis Point 4: SecureCloud
TUFN’s newest product, SecureCloud reported its first customer in 4Q with a six figure subscriber.

Catalysts
Much of Tufin’s share price decline can be attributed to missing expectations, so a few quarters of hitting earnings will reaffirm the company’s growth potential in the eyes of the market. As Tufin continues to release new SaaS products, quick adoption could lead to a spiral effect of improving reputation while also allowing them to reduce SG&A expenses. If Tufin maintains its dominant position amongst competitors, the market will likely be more to view Tufin as a leader in the expanding industry, allowing for more natural growth potential.

Possible Risks to Thesis
Companies may not utilize traditional firewall technology even in a virtual mode as they do on premise. Faster than expected move to the cloud without further traction in these products could lead to a deterioration in the growth outlook. New products have seen little market acceptance so far. License and maintenance business contract model in software creates greater lumpiness in revenue, increasing the chance that quarterly estimates miss expectations.

Overall, Tufin’s position in the cybersecurity industry, combined with its strategic advantages and growth potential, makes it an attractive investment opportunity with the potential for long-term growth."
Chris__MMAC__SIR.pdf,"Harvard Financial Analysts Club – Investment Memo
Report Date: 2/19/2020
MMA Capital Holdings (MMAC)
Author: Chris Kelser
Price: $31.92 (as of 2/19/2020)
5-Yr Price Target: $78.84 (19% IRR)
Conclusion and Recommendation: Initiating on MMAC with a long thesis and 1-year price target of $39.69 (24% upside).
Thesis:
- MMAC is recycling capital out of existing investments into its Solar Ventures
- It is also leveraging the investments in its Solar Ventures
- As MMAC simplifies its balance sheet, investors will recognize the value of this investment opportunity
Voting Points:
- Solar Ventures are an attractive investment opportunity
- Management is well-aligned with shareholder interests
- Conservative accounting provides a margin of safety
Supporting Analysis:
I. Concise Company Overview:
MMA Capital (MMAC – $184 mn market cap) invests in debt associated with renewable energy infrastructure and real estate. It is externally managed by Hunt Investment Management. The company's assets and liabilities are organized into two portfolios:
1. Energy Capital – Invests alongside an institutional capital partner in Solar Ventures that finance renewable energy projects in North America.
2. Other Assets & Liabilities (OA&L) – Includes bond investments, real estate investments, and other assets/liabilities in runoff.
Given the opportunities in the renewable energy market, MMAC is recycling capital from OA&L into Energy Capital Portfolio and leveraging investments for higher ROE.
II. Historical stock performance:
III. Support and Risks to Thesis:
(+) Solar Ventures are attractive with strong demand for financing renewable energy projects.
(+) MMAC is recycling capital into Solar Ventures, simplifying balance sheet.
(+) MMAC is leveraging Solar Ventures to improve net returns.
(+) Management is well-aligned with shareholder interests.
(+) Conservative accounting provides margin of safety.
(-) Risks to Energy Capital Portfolio due to changing demand.
(-) Risks to OA&L Portfolio with uncertain exit timelines and illiquid assets.
IV. Company Deep-Dive:
MMAC simplified its business by selling assets in 2018. Now operates Energy Capital and OA&L Portfolios with a focus on renewable energy lending.
V. Industry Snapshot:
MMAC competes with banks and other lenders in the fragmented renewable energy market.
VI. Management Overview:
CEO Michael Falcone and President/COO Gary Mentesana have been consistent purchasers of company shares. Hunt is a significant investor and external manager.
VII. Valuation:
Valued MMAC using a P/BV multiple.
Overall, the investment memo provides a detailed analysis of MMAC, its portfolios, management, risks, and upside potential."
Chris__PVH__SIR.pdf,"Summary:
The HFAC Case Study on PVH Corp was conducted by authors Chris Kelser, Steve Cox, and Josh Zhu. The report was dated 10/18/2020, with PVH Corp's stock price at $62.16 as of 10/16/2020, and a price target of $112. The conclusion and recommendation were to initiate on PVH with a long thesis and an 18-month price target of $112, representing an 80% upside and 58% IRR.

Thesis:
- Revenue growth will be driven by the Tommy Hilfiger and Calvin Klein international segments.
- Margins will expand as the international segments grow as a percentage of total revenue.
- Management has a strong M&A track record and will continue acquiring high-quality brands.

Supporting Analysis:
- Detailed analysis of Tommy Hilfiger and Calvin Klein's performance, consumer confidence, and growth potential.
- Margins expected to improve due to revenue mix.
- Management's M&A track record and potential future acquisitions.
- Risks from competition and changing consumer tastes, as well as potential decline in the North American wholesale business.

Industry Snapshot:
- Overview of challenges faced by consumer discretionary and apparel companies in the current environment.
- Analysis of competition and market dynamics in the luxury fashion industry.
- Macroeconomic factors affecting PVH's margins and supply chain.

Management Overview:
- Detailed profiles of PVH's CEO, CFO, and President.
- Compensation structure and insider ownership details.
- Valuation analysis based on forward multiple and DCF models.

Overall, the report provides a comprehensive analysis of PVH Corp, its growth potential, risks, and valuation, leading to a recommendation to initiate with a long thesis."
Jordan__Covetrus__SIR.pdf,"**Covetrus, Inc. (NASDAQ: CVET) Detailed Summary**

**Company Overview**
Covetrus is a global technology-enabled animal health business that provides a service and technology platform along with a supply chain to improve veterinary care. It was created through a spin-off and subsequent merger in February 2019. The company consists of two main divisions: Veterinary Distribution Business (HSAH) and Vet's First Choice.

**Merger Overview**
The merger between Henry Schein's Animal Health distribution business and Vet's First Choice resulted in operational synergies in data analytics, digital communications, practice management software, and supply chain. The merger was completed through a Reverse Morris Trust and included a substantial amount of debt issuance. Covetrus currently has a net leverage ratio of 4.3x, with covenant levels set at 5.5x.

**Industry Overview**
Covetrus operates in the growing Animal Health sector, which has shown stable annual growth rates of 5-7% over the past 12 years. The sector has demonstrated resilience during recessionary periods due to pet owners considering their pets as important family members. Competition in the industry includes traditional drug companies, manufacturers selling directly to vets, and online pet pharmacy services.

**Historical Financials**
The investment thesis for Covetrus includes the market not fully pricing in the potential of the Vet's First business, the opportunity for cross-selling through its global distribution network, and potential margin growth. Risks to the investment thesis include competition from online distributors, supplier consolidation, and increased SG&A costs.

**Comps Analysis**
Valuation and model output for Covetrus include bear case and base case scenarios. The company's substantial indebtedness and the need for cost reductions and synergies from the merger are factors to consider. The market sentiment towards the Vet's First business and potential growth opportunities are also highlighted in the analysis.

In summary, Covetrus is a leading player in the animal health industry with a focus on technology-enabled solutions for veterinary care. The company faces competition and risks associated with its merger, but also has growth potential in its distribution and prescription management businesses."
Justin__Dennys__SIR.pdf,"Denny’s Corp (NASDAQ: DENN)
- Current Share Price: $9.04
- Target Price: $12.10 (33.9% ROI)

Introduction:
- Denny’s is one of America’s largest franchised full-service restaurant chains.
- At the end of 2019, 1,635 of Denny’s restaurants were franchised or licensed, representing 96% of the total restaurants, and 68 were company restaurants.
- Denny’s offers a variety of menu items including breakfast-all-day, burgers, sandwiches, salads, and skillet entrées, along with beverages, appetizers, and desserts.
- 12% of sales were off-premise at the end of 2019, including take-out and delivery.

Theses:
1. Denny’s has strong fundamentals and a strong growth potential.
2. Deliveries will drive top line growth and provide revenue during COVID-19.
3. Strong management team and corporate strategy provide confidence in Denny’s future.

Competitive Advantages:
- 98% brand recognition in the USA.
- Denny’s has 1,703 total restaurants, with 144 international locations.
- Wide variety of menu options at a high value price.
- Established brand name with trademarked menu items.
- Denny’s has made menu changes and remodeled restaurants to appeal to younger demographics.

Delivery Service:
- Denny’s On Demand delivery service was launched in May 2017.
- Partnership with Yext increased online presence and discoverability.
- Denny’s is positioned to capitalize on the growing trend of off-premise sales during COVID-19.

Corporate Strategy:
- Refranchising efforts have strengthened Denny’s business model and lowered leverage.
- Real estate strategy to sell and acquire properties to enhance the real estate portfolio.
- Liquidity ratios and debt management are stable, and Denny’s is exploring options for federal tax credits and stimulus loans.

Valuation:
- Multiple/Comps Valuation: EV/EBITDA Multiple of 9x.
- Implied Share Price: $9.67 with a 6.97% upside potential.
- DCF projections and levered FCF calculations support the target price of $12.10 for Denny’s stock.

Overall, Denny’s is well-positioned for growth and has a solid strategy in place to navigate challenging times, making it an attractive investment opportunity."
Justin__PCYO__SIR.pdf,"Summary:
Pure Cycle (NASDAQ: PCYO) is a company transitioning from water utilities to a real estate development company. They own 930 acres of land in southeastern Denver called Sky Ranch, zoned for residential, commercial, and retail uses. The company has agreements with builders for lot sales and has the potential for 3,200 homes and 2 million sq. ft. of commercial/retail development. Their revenue streams include water fees and land development fees, with a focus on consistent and predictable revenue from their real estate projects. PCYO has strong barriers to entry, control over local regulatory bodies, and a vertically integrated water operation. The company is undervalued in the market due to its recent transition and unique business model.

Key Points:
- Price Target: $12.30, Current Share Price: $9.98, Upside: 23%
- SIR Director: Justin Xie, Members: Michael Fein, Jun-Yong Kim, Galen Lewis, Hayoung Moon
- Revenue breakdown: Lot Sales (60.57%), Water Tap Fees (23.21%), Metered Water Usage (15.57%)
- PCYO's revenue streams include water fees and real estate development fees
- Strong revenue growth potential in the Denver housing market
- PCYO holds advantages over peer companies with control over local regulatory bodies
- The company owns all of the land for Sky Ranch and has exclusive water rights
- High demand for homes in the Denver market, projected to sell all homes by EOY2021
- Risks include regulation, oil prices, drought, and interest rate risk
- Valuation using DCF analysis estimates a share price of $12.30

Overall, Pure Cycle has strong potential for growth and value realization as a real estate development company, with a focus on the Denver housing market."
Justin__Rosetta__SIR.pdf,"Summary:

Rosetta Stone (NYSE: RST) is a technology-based language learning company offering programs in over 30 languages, with a recent transition to a SaaS business model. The company focuses on K-12 education and literacy, serving educational institutions, individuals, and corporations through three segments: Lexia (literacy), Enterprise & Education, and Consumer.

Thesis:
1. Rosetta Stone has promising demographic and industry tailwinds for English Language Learners, with opportunities for cross-selling within existing school districts.
2. Lexia Learning, a subsidiary of Rosetta Stone, has significant growth potential and the ability to penetrate the market further.
3. The quality of Lexia's products, especially for English Language Learners, is evidenced by positive customer testimonials and results.

Key Points:
- English Language Learners present a growing market due to demographic trends and government funding for language programs.
- Lexia Learning has a strong presence in schools, with high-quality products that have received positive feedback from customers.
- Cross-selling opportunities within existing school districts can lead to increased penetration and revenue growth for Rosetta Stone.
- The company's valuation indicates a potential upside in share price.
- Risks include budget reliance on state/federal funding and potential pricing challenges, but mitigated by volume increases and expansion strategies.
- Management figures, such as Nick Gaehde and Liz Brooke, bring extensive industry experience to lead the company.

Overall, Rosetta Stone is positioned well to capitalize on the growing demand for language learning programs, particularly within the education sector, with a focus on improving literacy and English proficiency for students."
Mariya__CDMO__SIR.pdf,"Avid Bioservices (NASDAQ: CDMO) is currently trading at $6.66 per share with a 3-year price target of $11.59, indicating a 74% upside potential. The company is a contract development and manufacturing organization (CDMO) that focuses on biopharmaceutical products derived from mammalian cell cultures. Avid closed its R&D segment in 2017/2018 to focus on customer needs, leading to negative revenue from 2017 to 2019.

Despite historically volatile cash flows and the recent shutdown of its R&D arms, Avid is seen as a small drug manufacturer with potential for growth in a rapidly consolidating industry. The CDMO industry was valued at $150.66 billion in 2019 and is projected to reach $246.24 billion by 2025. Demand for pharmaceutical products has increased, leading to the expansion of manufacturing capabilities by pharma/biotech companies. Avid faces risks such as high switching costs, historical losses, reliance on key clients, and success depending on its customers' products being approved and profitable.

Avid's decision to close its R&D segment is expected to reduce expenses and appeal to prospective clients. The company's expenses are largely fixed costs, and as Avid attracts more customers and grows contracts, positive cash flows are anticipated. Avid's focus on small and mid-sized pharmaceutical companies, who are responsible for a majority of drug output, gives it a competitive edge. The company's growth strategy includes investment in facilities and technology, expansion of the customer base, and improved regulatory and quality track record.

Overall, Avid Bioservices is positioning itself as a prominent player in the CDMO space, with a focus on customer needs and efficient manufacturing practices. Despite industry risks and challenges, Avid's strategic initiatives and focus on growth indicate potential for positive performance and profitability in the future."
Mariya__PAR__SIR.pdf,"Summary: 
PAR Technologies (NASDAQ: PAR) is currently trading at $14.10/share with a price target of $15.51/share. The company has a diluted shares outstanding of 18.24 million and a market cap of $257.7 million. PAR operates in two main business segments: restaurant/retail and government. The restaurant/retail segment provides point-of-sale (POS) systems to restaurants and retailers, while the government segment works with the US Federal Gov’t on intelligence and surveillance systems. The company faced a significant drop in stock price due to COVID-19 impacts but is expected to recover in the future. PAR has strong customer relationships and has recently integrated new technology to enhance its services. The legacy government segment provides stable cash flow. Strong management and strategic capabilities position PAR for success in the near term.

Industry Overview: 
The government segment focuses on intelligence, surveillance, and reconnaissance (ISR) technologies, with expected growth in geospatial analytics. The industry is driven by technological advancements and geopolitical circumstances. Major competitors include Boeing and Raytheon. The market for geospatial technologies and ISR solutions is expected to grow steadily in the coming years.

Key Financials: 
PAR Technologies has an enterprise value of $291.7 million with revenue of $187.2 million and negative EBITDA and net income. The company faces risks related to government contracts and changes in budget priorities. PAR has a strong management team with experienced leaders. Customer feedback highlights the company's flexibility and continuous support.

Thesis 1: PAR's assistance in digital transition will help acquire new clients through the integration of new technology and strategic capabilities.

Thesis 2: PAR has an advantage over competitors due to its strong management team and customer-centric approach.

Thesis 3: The legacy government segment provides stable cash flow and insulation against revenue decline in the near term.

Valuation: The sum-of-the-parts valuation suggests potential for growth and success in the future.

Overall, PAR Technologies shows promise for future growth and profitability, with a strong focus on customer satisfaction, innovation, and strategic positioning in its industry segments."
