Pitch,Summary
Abhishek__Sierra__SIR.pdf,"Summary:

Sierra Wireless (SWIR) is a communications equipment designer and manufacturer specializing in Internet of Things (IoT) solutions. Founded in 1993, the company offers OEM Solutions, Enterprise Solutions, and Cloud and Connectivity Services. SWIR went public in 2000 at $47.25/share and currently has a market cap of $574M with a share price of $15.68 on 12/6/2018. The IoT industry is experiencing rapid growth, with projections of 12.86 billion devices in use by 2020 and a market value of $123B by 2021.

The company faces challenges from global economic conditions and competition in the IoT market. SWIR's strengths lie in its involvement in 5G technology and IoT growth, while weaknesses include uncertainties in the IoT industry's future direction. A SWOT analysis reveals potential opportunities in IoT's increasing importance and risks such as slow consumer adoption and trade wars impacting sales.

A comparative analysis of SWIR against similar companies in the IoT market shows SWIR as a standout due to its lower valuation. A discounted cash flow analysis projects a 148% upside with a target share price of $39.63. Catalysts for growth include stronger IoT expansion and the implementation of 5G technology, making SWIR an attractive buyout target. Risks include ongoing US/China trade tensions and potential market disruptors in the IoT industry."
BryanHarsha__Pattern__SIR.pdf,"Summary:

The 8th Annual STOCK conference focused on Pattern Energy Group (NASDAQ: PEGI) and recommended a SELL with a 2% IRR. The team from Harvard University, including Bryan Lee, Harsha Paladugu, and Sarah Hong, presented their investment thesis, highlighting traditional yieldco risks such as high leverage and reliance on external financing. Despite claims of liquidity and a robust wind farm pipeline, low dividend growth is forecasted due to insufficient low-cost liquidity. The financial overview of PEGI showed a share price of $19.66, a market cap of $1.93B, and an enterprise value of $4.78B.

PEGI operates renewable power projects primarily wind farms in the US, Canada, and Japan. It is a ""yieldco"" for Pattern Development, earning revenue from long-term power purchase agreements. The company has a geographically diverse portfolio and low counterparty concentration. The presentation also discussed the industry overview, industry risks, and PEGI's stock history.

The investment rationale highlighted issues with access to low-cost equity and debt financing, lack of liquidity for project pipeline growth, and improper management incentives. The team also presented a valuation using a Dividend Discount Model with a base case of 2% IRR, focusing on key drivers such as MW growth, interest rates, and debt.

Overall, the presentation raised concerns about PEGI's ability to meet its 5k MW target by 2020, leading to a recommendation to SELL the stock."
Emily__Antero__SIR.pdf,"Summary of Antero Resources Corporation (NYSE: AR):

- Date: 3/29/2018
- Market Cap: $6.08B
- Current Price: $19.21
- Target Price: $27.27
- Upside: 42%

Antero Resources Corporation is engaged in the exploration, development, production, and acquisition of natural gas, NGLs, and oil properties in the Appalachian Basin (WV and OH). They focus on unconventional reservoirs, specifically fractured shale formations. The company is part of the Antero network and Antero Midstream owns and operates midstream energy assets to service Antero's production activities.

Key Points:
- High growth company with a revenue growth of ~28% CAGR from 2013-2017.
- Recent deleveraging program showing good EBITDAX coverage of debt.
- Strategic hedging to limit effects of volatile natural gas and oil prices.
- Antero will not likely pay cash federal income taxes in the near term due to NOLs.
- Revenue profile consists of 64% natural gas, 32% NGLs, and 4% crude.
- Geographically concentrated in OH, WV, and PA.
- Management team with extensive industry experience.
- Company is scaling up rapidly and improving financials.

Investment Thesis:
- Multiple Expansion: AR is undervalued compared to its market-leading peers.
- Macro Drivers Boost Long-Term Performance: Positive macro drivers support company's future success.
- Comparable valuation shows AR is undervalued.

Forward Price Model:
- Base Case: Upside of 22.9% at a Price to Operating Cash Flow Per Share of 7.0x.
- Bear Case: Upside of -22.9% at a Price to Operating Cash Flow Per Share of 5.0x.

Catalysts for the company include monetization of projects, capital structure improvement, and potential investors like The Baupost Group.

Risks include commodity exposure, counterparty risk, macroeconomic factors, and interest rate changes.

Overall, AR presents a compelling investment opportunity with a strong growth potential and positive outlook in the natural gas and oil industry."
Emily__Crawford__SIR.pdf,"Seokmin Oh, Chris Cheon, Alex Spiride, Jon Suh, Zizo Bahnasy, and Emily Lu are involved in analyzing Crawford & Company (CRD.A) with a price target of $12 in a report dated April 12, 2018. The report includes a detailed summary of the company, its segments (US Claims Services, WeGoLook, Contractor Connection, Int’l Claims Services, Broadspire, and Garden City Group), reasons for mispricing, Garden City Group's operations, WeGoLook's acquisition, the changing landscape of the P&C industry, and valuation analysis. 

The report highlights how Garden City Group, a legal settlement administration service acquired by Crawford & Co. in 1999, faced operating losses due to a market transition from large to small settlement cases. It also discusses Garden City Group's margin improvement plans and the impact of WeGoLook's acquisition on Crawford's business model. WeGoLook, a gig-economy service acquired by Crawford to reduce claim handling fees and speed up the claims process, is seen as a growth story in the industry.

The report also covers the changing landscape of the P&C industry, emphasizing the transition from traditional claims management to more efficient and cost-effective processes. It discusses WeGoLook's penetration into the high-frequency claims segment and its revenue growth potential. The analysis includes risks and mitigants related to the investment, such as the possibility of WeGoLook being a bust, weak Garden City Group turnaround, and macro risks in the industry.

Overall, the report provides a comprehensive overview of Crawford & Company, its segments, acquisitions, and the potential for growth and margin improvement. The valuation analysis suggests a price target of $12 for the company, with a detailed discussion on the assumptions and conservative projections used in the valuation model."
Emily__TPNL__SIR.pdf,"NASDAQ: TPNL is a provider of innovative prepaid card programs and processing services through its ""PaySign"" payment platform. The company's main focus is on providing prepaid debit cards for the plasma donation industry, accounting for almost 100% of its business. TPNL's prepaid cards have replaced cash payments in donation centers, providing a more secure and efficient method of payment. The company has been able to gain market share by capitalizing on the mistakes of its main competitor, Wirecard.

The plasma donation industry is essential for medical research, with donations expected to grow at a CAGR of 8.9% in the coming years. TPNL's main customers in the industry are CSL, Griffols, and Shire. TPNL has been expanding its market share by opening more donation centers and increasing the number of donations per center. The company also sees growth opportunities in other segments like pharmaceutical copay, general reloadable cards, corporate expenses, and healthcare reimbursement.

TPNL's inherent business model is considered excellent, with high returns on capital and a strong presence in a duopoly industry structure. The company's customers are sticky, signing long-term contracts, and are recession-resistant. TPNL is expected to continue growing in the plasma industry and potentially overtake its main competitor. The valuation of the company suggests strong growth potential, with a base case target price of $6.06 by 2022.

There are catalysts such as increased investor awareness, expansion into other business segments, and an up-listing to Nasdaq that could drive the company's stock price higher. However, risks include customer concentration and potential regulatory changes in the plasma industry. In summary, TPNL operates in a niche industry with significant opportunities for growth, but further research is required due to the limited available information on the company."
Genty__Paypal__SIR.pdf,"BDC Investors - Genty Daku - 1  
18 February 2018  
Paypal Holdings Inc. (PYPL)  
Current price: $79 (+85% YTD, -7% from ATH)  
Projected price: $92 (+18%) - LONG  

Investment Thesis:  
Genty Daku is long on Paypal due to its massive growth potential and potential role in the Internet of Value. Despite competition, Paypal's competitive advantages and network effects will strengthen its position in the coming years.  

Business Overview:  
Paypal facilitates online money transfers with various subsidiaries like Venmo, Xoom, Braintree, and more. Revenue comes from transaction fees and value-added services. Venmo, especially popular among the 18-28 age group, is poised for growth in the P2P market.  

Paypal's Successes 1998-Present:  
Paypal dominates online commerce with its digital wallet. Despite competition from processors like Stripe, Paypal's strong market share is attributed to network effects.  

Competition:  
Competitors like Square and Zelle pose threats, but Paypal's first-mover advantage and market dominance provide an edge.  

Global Reach:  
Paypal faces competition abroad but has partnerships to expand its reach.  

eBay Overcorrection:  
eBay's decision to replace Paypal with Adyen in 2020 caused a market drop, but Paypal's success is not solely dependent on eBay.  

Market Sizing:  
Paypal's total addressable market is vast, and the growing mobile payment market offers significant opportunities.  

Investment Model:  
Due to limited data, revenue projections were based on analyst estimates. A blended beta coefficient and cost of capital were used for the model.  

Investment Recommendation:  
Genty Daku recommends a long position on Paypal, expecting the price to surpass $85 and reach $92 within 8-12 months. A slight position downsize may be considered after reaching $85 to manage risk."
Gloria__BlueLinx__SIR.pdf,"Gloria Su, Tim Yuan, and Brandon Buell are considering investing in BlueLinx Holdings, Inc (BXC) based on the following information:

1. Current Price: $32.59
   Target Price: $68.73

2. Company Overview:
   - BlueLinx Holdings, Inc. is a construction materials manufacturer and supplier, founded in 1954 as Georgia-Pacific’s plywood distributor, then sold in 2004 to Cerberus Capital Management.
   - ""Structural"" and ""specialty"" products account for 46% and 54% of FY 2017 net sales, respectively.
   - Services include milling, fabrication work, delivery services, inventory stocking, and automated order processing.
   - Clients include national and regional dealers, home improvement stores, industrial manufacturers, manufactured housing, and small-time contractors.

3. Management:
   - Upper management is experienced in the industry but new due to new CEO, Lewis.

4. Risk Factors:
   - High debt levels requiring regular cash flow.
   - Restrictions on additional debt or asset sales.
   - Pricing pressure from large customers.
   - Exposure to cyclical residential construction industry.

5. Market Oversight:
   - Stock price below pre-housing crisis levels.
   - Negative net income until FY 2016.
   - Declining net sales since 2013.
   - Total debt exceeding asset value until FY 2017.

6. Housing Market Crash and New CEO:
   - Despite challenges, the company has potential for growth.
   - New management driving margin expansion and de-levering.
   - Acquisition of Cedar Creek Holdings to create revenue and cost synergies.

7. Thesis:
   - Despite challenges, BXC is undervalued and has potential for long-term success.
   - Strong management, de-levering efforts, and industry tailwinds are positive factors.

8. Margin Expansion:
   - CEO Lewis has reduced costs, improved profitability, and expanded margins.
   - Focus on closing inefficient distribution centers has led to improved financials.

9. De-Levering via Sale-Leasebacks:
   - Company has been selling real estate and leasing it back to reduce debt.
   - Recent housing cycle report suggests profitable real estate sales.

10. Cedar Creek Holdings Acquisition:
   - $413M purchase expected to create revenue and cost synergies.
   - Transition towards the home improvement market with less exposure to economic conditions.

11. Geographical Locations and Industry Overview:
   - Key drivers are lumber, flooring, and specialty manufacturing.
   - Transition towards home improvement for stable cash flow.

12. Assumptions of Model and Valuation:
   - Limited data due to acquisitions.
   - Reliance on projected growth rates and historical margins for valuation.

In conclusion, despite challenges, Gloria Su, Tim Yuan, and Brandon Buell believe that BlueLinx Holdings, Inc (BXC) has potential for growth and long-term success. They are considering investing based on strong management, de-levering efforts, and industry tailwinds."
Harsha__IOVA__SIR.pdf,"Summary:

Iovance Biotherapeutics is an immuno-oncology company focused on developing adoptive cell therapy using tumor-infiltrating lymphocytes (TIL) to treat solid-tumor cancers. They have licensed key TIL patents from the NIH and are currently running three key phase 2 studies in various indications.

The company's platform is considered effective and safe with potential in various indications. It focuses on leveraging the immune system to treat cancer through adoptive cell therapies. TIL therapy involves using the patient's own immune cells without genetic modification, reducing the risk of adverse events associated with other therapies.

Key studies in metastatic melanoma have shown the potential of TIL therapy in solid cancers. Iovance is evaluating TIL therapies in skin (melanoma), cervical cancer, head and neck cancer, non-small cell lung cancer, and other cancers through clinical trials.

The clinical trial process involves phases 1, 2, and 3 to establish safety and efficacy of the treatment. Results from studies in melanoma and cervical cancer have shown promising response rates and potential market opportunities for Iovance in these indications.

Overall, Iovance Biotherapeutics' immuno-oncology platform has underrecognized potential in various indications and is considered a promising approach in cancer treatment. The company is focused on advancing its therapies through clinical trials and exploring opportunities for market expansion."
Harsha__Lake__SIR.pdf,"R` Industries (NYSE: LAKE)

Recommendation: Buy
Price Target: $20.20 (+46%)

Michael Tai | Yusuf Azizi | Harsha Paladugu

Lakeland is a manufacturer and supplier of safety garments and accessories for the industrial and public protective clothing market. The company has strong control over its supply chain, sourcing raw materials, and in-house manufacturing processes, with nearly all garments manufactured in their own factories.

Key Points:
- Low analyst coverage (micro-cap)
- Historical difficulties include Brazil acquisition and loss of Dow Contract
- Highly competitive space with main competitors like Dow, Kimberly-Clark, and Alpha Pro-Tech

Business Overview:
- Specializes in disposable and specialty protective clothing for industrial and public settings
- Products are sold through a network of over 1,200 safety supply distributors
- End-user markets include oil, chemical, utilities, construction, pharmaceuticals, high-tech, and public agencies like DoD, DHS, and CDC
- Lakeland has a rapidly increasing international presence with sales in over 40 countries

Industry Overview:
- The personal protective equipment industry serves hazardous environments like construction, manufacturing, oil and gas, and medicine
- Government regulations worldwide require occupational health and safety standards
- Global market for personal protective equipment exceeded $45 billion in 2017
- Industry expected to grow at a 6.5% CAGR from 2017-2022, with the Asia-Pacific region leading in growth

Investment Thesis:
- Lakeland is uniquely positioned to benefit from favorable industry trends
- The company's differentiated business model, short-term catalysts, and long-term growth potential make it an attractive investment
- Lakeland's focus on higher-margin products, onboarding of Vietnamese and Indian factories, and the ability to react to high-margin black swan events like Ebola and Bird Flu crises contribute to its growth potential

Margin Expansion:
- The company's focus on Lakeland-branded products and product innovation, as well as the shift of manufacturing operations to Vietnam and India, contribute to margin expansion
- The company's response to past crises like Ebola and Bird Flu show its ability to meet demand for high-margin products

Overall, the investment thesis for R` Industries (NYSE: LAKE) is positive, with a recommendation to buy and a price target of $20.20 (+46%). The company's unique position in the industry, focus on higher-margin products, and ability to react to unforeseen events make it a promising investment opportunity."
Jae__Instructure__SIR.pdf,"Instructure Software, founded in 2008, provides learning management systems (LMS) to colleges, K-12 schools, and corporations. The software facilitates student-faculty interaction, assignment submissions, grade viewing, course information, and class enrollment. Instructure generates $220M in run-rate revenues with a 30% growth rate and 76% software gross margins. The company has expanded internationally and offers products like Canvas, Bridge, ARC, and Gauge.

Canvas, the core LMS product, has a significant market share in higher education, K-12, and international markets. Bridge, a corporate LMS solution, helps retain talent and corporate culture. Instructure also offers add-on tools like video streaming and assessment management systems.

The company has successfully pivoted from a single-product company to a portfolio of software assets. Its focus on user-friendly cloud-delivered solutions has led to high customer satisfaction. Instructure's high win rates in the competitive landscape have positioned it as a market leader, especially against competitors like Blackboard, which is facing financial distress and product functionality gaps.

New CEO Dan Goldsmith, equipped with experience from Veeva Systems, is leading Instructure into its next stage of growth. The company's financial projections show steady progression in ARR and a focus on expanding its total addressable market (TAM). Instructure is poised to become a highly profitable software company with an estimated valuation of $3-4 billion in the next five years.

Investment risks include competition in the corporate LMS market and correlation to public education budgets. However, the stock's short interest presents an opportunity for growth. Instructure's financial indicators and market position support a high-teens internal rate of return (IRR) in the base case scenario.

Overall, Instructure's innovative cloud-based LMS, strong product portfolio, and growth potential make it an attractive investment opportunity with the potential for significant returns in the future."
